CID,BL,BR,FL,FR,CE,RO,AC,AE,X,Y,Lin,Lo,Mu,Bo,Vi,Inter,Intra,Na,F1,F2,F3,F4,F5,F1,F2,F3,F4,F5,Personality
C912,15,8,13,4,10,18,17,13,-5,7,26,27,25,31,28,29,29,21,18,21,22,14,21,S,L,U,A,N,SLUAN
C913,8,11,12,9,16,14,15,15,1,-1,32,32,38,34,30,31,27,28,20,22,18,17,14,R,L,O,A,I,RLOAI
C914,5,11,15,8,14,14,15,15,1,1,30,35,34,33,33,32,29,35,18,21,17,24,22,S,L,O,E,N,SLOEN
C915,8,11,15,7,13,19,16,13,-6,3,26,27,32,29,27,25,28,31,14,21,22,18,21,S,L,U,A,N,SLUAN
C916,15,7,13,5,17,17,15,10,-7,-2,31,37,29,28,27,31,29,32,17,14,15,14,19,S,C,O,A,I,SCOAI
C917,17,3,13,5,15,18,14,17,-1,-1,33,35,32,34,34,33,39,37,22,22,17,18,22,R,L,O,A,N,RLOAN
C918,11,7,9,13,14,15,19,11,-4,5,25,33,29,34,30,27,23,40,19,22,18,17,21,S,L,O,A,N,SLOAN
C919,4,13,12,11,9,16,21,11,-5,12,33,33,34,38,32,34,31,48,20,18,22,17,20,R,C,U,A,N,RCUAN
C92,16,17,9,6,15,17,15,13,-4,0,30,32,31,28,29,37,34,28,11,7,13,12,21,S,C,O,A,N,SCOAN
C920,15,4,16,5,15,19,14,13,-6,-1,31,25,28,28,27,35,27,33,18,22,21,14,21,S,L,U,A,N,SLUAN
C921,9,12,15,4,14,16,18,12,-4,4,27,21,32,31,32,32,31,32,22,21,21,18,22,R,L,U,A,N,RLUAN
C922,16,5,8,11,14,15,15,17,2,1,28,35,26,24,33,28,27,33,22,22,18,24,22,R,L,O,E,N,RLOEN
C923,5,13,12,11,21,17,17,13,-4,-4,31,31,30,31,30,31,30,22,22,22,21,24,23,R,L,U,E,N,RLUEN
C924,8,5,13,4,18,15,14,17,2,-4,33,32,35,32,31,34,55,36,22,18,17,15,21,R,C,O,A,N,RCOAN
C925,5,9,15,11,15,18,20,14,-4,5,35,43,44,40,27,35,34,29,14,21,20,20,19,S,L,U,E,I,SLUEI
C926,11,9,8,3,13,13,17,17,4,4,31,24,26,31,32,35,27,31,15,23,18,22,22,S,L,O,E,N,SLOEN
C927,13,7,12,8,15,14,16,15,1,1,32,36,32,31,32,34,31,36,18,21,22,24,22,S,L,U,E,N,SLUEN
C928,5,8,15,12,15,13,20,12,-1,5,29,27,29,35,31,33,28,24,17,21,22,18,21,S,L,U,A,N,SLUAN
C929,13,8,12,7,11,8,19,17,9,8,32,32,37,30,32,31,30,31,18,22,17,17,21,S,L,O,A,N,SLOAN
C93,12,10,11,9,15,12,17,17,5,2,23,26,23,14,23,22,27,29,31,17,22,22,24,R,C,U,E,N,RCUEN
C930,8,12,8,12,12,21,11,13,-8,-1,29,27,27,25,28,23,29,28,23,21,18,19,22,R,L,O,A,N,RLOAN
C931,3,11,16,9,16,15,16,10,-5,0,28,34,35,27,22,29,27,28,17,22,21,17,21,S,L,U,A,N,SLUAN
C932,11,5,12,7,16,11,18,20,9,2,28,27,30,26,25,32,29,31,11,18,18,18,21,S,C,O,A,N,SCOAN
C933,7,12,13,8,10,19,20,13,-6,10,34,32,28,32,32,30,31,29,21,18,22,23,17,R,C,U,E,I,RCUEI
C934,13,7,12,8,13,20,15,14,-6,2,28,28,23,20,28,24,30,26,11,22,18,22,20,S,L,O,E,N,SLOEN
C935,5,4,5,4,16,12,17,14,2,1,21,23,30,26,17,27,31,28,21,20,25,11,28,R,L,U,A,N,RLUAN
C936,6,5,6,6,15,20,15,11,-9,0,28,27,35,33,34,38,28,36,11,15,17,12,25,S,C,O,A,N,SCOAN
C937,6,5,5,47,12,17,17,17,0,5,27,28,34,33,28,29,27,30,11,22,18,18,20,S,L,O,A,N,SLOAN
C938,6,6,6,6,15,11,9,21,10,-6,25,31,24,33,29,31,32,33,12,17,18,6,16,S,C,O,A,I,SCOAI
C939,4,4,4,6,17,15,20,9,-6,3,29,28,31,31,28,34,31,31,17,19,20,19,21,S,C,U,A,N,SCUAN
C94,16,17,13,8,16,15,16,15,0,0,24,31,30,30,29,25,30,35,22,16,10,10,27,R,C,O,A,N,RCOAN
C940,6,5,5,5,19,14,14,16,2,-5,26,32,30,33,30,26,34,33,9,13,10,8,14,S,C,O,A,I,SCOAI
C941,6,4,5,5,20,17,14,13,-4,-6,28,32,33,34,35,32,34,31,18,12,17,12,23,S,C,O,A,N,SCOAN
C942,4,4,3,5,19,8,16,13,5,-3,22,29,29,24,23,25,29,30,31,13,24,7,28,R,C,U,A,N,RCUAN
C943,6,7,6,6,18,15,14,12,-3,-4,35,30,36,34,34,33,38,33,19,20,17,9,20,S,L,O,A,N,SLOAN
C944,3,4,3,5,13,16,18,15,-1,5,30,21,35,35,28,30,27,21,10,30,30,17,17,S,L,U,A,I,SLUAI
C945,12,8,15,5,11,18,21,12,-6,10,26,32,35,32,37,35,32,33,20,20,20,20,20,R,L,U,E,N,RLUEN
C946,12,5,13,9,17,17,13,16,-1,-4,30,32,34,22,26,33,27,32,12,22,9,11,19,S,L,O,A,I,SLOAI
C947,5,12,12,11,17,15,16,12,-3,-1,35,31,35,34,31,25,22,26,20,12,23,34,14,R,C,U,E,I,RCUEI
C948,5,9,17,8,11,14,19,12,-2,8,32,30,37,30,28,36,32,32,6,26,25,11,25,S,L,U,A,N,SLUAN
C949,5,11,13,11,14,13,18,16,3,4,29,37,35,31,32,27,26,31,11,23,26,10,21,S,L,U,A,N,SLUAN
C95,20,18,19,17,12,15,18,16,1,6,33,35,28,34,31,34,30,32,9,24,19,20,14,S,L,O,E,I,SLOEI
C950,9,5,13,12,11,16,11,19,3,0,33,37,35,32,32,34,37,25,15,16,8,11,23,S,C,O,A,N,SCOAN
C951,8,12,13,7,15,12,16,11,-1,1,39,38,38,38,39,39,36,38,18,21,18,19,19,S,L,O,A,I,SLOAI
C952,13,8,12,7,16,12,19,15,3,3,30,23,28,28,24,28,25,24,13,24,20,19,24,S,L,U,A,N,SLUAN
C953,7,12,12,9,15,15,17,15,0,2,31,30,32,29,26,29,28,17,20,35,21,17,25,R,L,U,A,N,RLUAN
C954,12,7,16,5,11,14,17,13,-1,6,36,31,29,30,31,36,36,32,20,24,20,11,21,R,L,U,A,N,RLUAN
C955,13,8,13,5,11,15,17,16,1,6,25,32,29,33,22,34,29,25,10,16,22,7,20,S,C,U,A,N,SCUAN
C956,13,8,8,11,16,15,17,13,-2,1,29,30,36,32,30,33,31,34,14,20,17,8,27,S,L,O,A,N,SLOAN
C957,13,5,15,7,13,15,20,16,1,7,32,32,32,31,32,23,18,27,20,23,11,8,26,R,L,O,A,N,RLOAN
C958,13,7,13,7,12,15,13,19,4,1,21,27,21,17,18,28,26,21,17,16,13,9,21,S,C,O,A,N,SCOAN
C959,7,8,13,12,11,16,21,11,-5,10,30,28,31,26,26,33,26,28,11,25,22,14,20,S,L,U,A,N,SLUAN
C96,14,17,11,12,16,10,16,22,12,0,34,30,38,39,27,35,36,31,15,14,11,12,27,S,C,O,A,N,SCOAN
C960,9,8,12,11,17,13,11,13,0,-6,28,36,25,29,25,24,32,30,18,19,18,18,21,S,C,O,A,N,SCOAN
C961,15,4,12,9,12,14,14,15,1,2,30,26,28,23,24,22,22,22,17,18,21,19,21,S,C,U,A,N,SCUAN
C962,11,11,11,8,16,18,15,14,-4,-1,31,32,36,34,30,32,34,27,22,27,16,26,17,R,L,O,E,I,RLOEI
C963,12,8,17,4,14,13,16,17,4,2,27,25,27,21,19,31,25,33,16,18,23,20,18,S,C,U,E,I,SCUEI
C964,7,11,13,9,15,16,17,14,-2,2,31,26,36,31,28,35,28,26,10,29,23,7,20,S,L,U,A,N,SLUAN
C965,9,8,12,11,15,15,15,14,-1,0,27,37,32,21,25,34,28,28,9,23,15,14,19,S,L,O,A,I,SLOAI
C966,12,5,15,8,14,18,15,16,-2,1,24,27,31,32,31,31,29,26,13,20,17,9,20,S,L,O,A,N,SLOAN
C967,9,9,15,7,17,19,12,14,-5,-5,23,24,30,24,18,31,25,29,11,19,12,12,26,S,C,O,A,N,SCOAN
C968,15,7,13,5,15,15,16,17,2,1,34,29,21,29,30,29,29,33,8,13,17,12,31,S,C,O,A,N,SCOAN
C969,11,8,13,8,14,13,19,17,4,6,36,32,31,31,27,39,35,32,12,20,28,18,23,S,L,U,A,N,SLUAN
C97,11,15,15,20,16,17,15,11,-6,-1,29,29,29,28,29,29,31,33,21,19,17,23,21,R,C,O,E,N,RCOEN
C970,12,15,11,3,21,13,13,12,-1,-8,27,29,30,30,25,34,30,29,18,12,13,19,13,S,C,O,A,I,SCOAI
C971,11,9,9,11,16,12,14,18,6,-2,30,25,26,23,26,23,27,28,17,22,15,9,21,S,L,O,A,N,SLOAN
C972,15,5,9,8,12,12,17,19,7,5,28,31,27,27,32,36,29,24,14,16,22,11,23,S,C,U,A,N,SCUAN
C973,11,3,12,15,16,17,15,8,-9,-1,31,34,33,28,31,34,30,32,21,14,16,16,22,R,C,O,A,N,RCOAN
C974,9,8,16,7,17,17,16,14,-3,-1,26,32,22,30,33,33,27,31,18,20,11,17,14,S,L,O,A,I,SLOAI
C975,8,8,16,8,14,20,13,11,-9,-1,36,36,33,26,32,32,34,25,19,18,19,21,19,S,C,O,E,I,SCOEI
C976,13,5,13,8,13,15,16,16,1,1,31,26,34,16,21,27,28,23,24,15,15,8,26,R,C,O,A,N,RCOAN
C977,9,8,12,11,14,15,15,18,3,1,33,32,30,36,29,31,32,28,17,24,21,32,23,S,L,U,E,N,SLUEN
C978,13,5,13,8,15,14,19,11,-3,4,27,20,37,26,25,25,28,22,19,18,21,19,20,S,C,U,A,N,SCUAN
C979,7,11,12,11,9,16,19,14,-2,10,28,31,31,24,25,33,29,31,8,25,25,20,16,S,L,U,E,I,SLUEI
C98,15,17,10,16,16,13,12,20,7,-4,33,31,31,28,26,25,36,29,9,19,16,18,24,S,C,O,A,N,SCOAN
C980,7,11,13,9,15,22,14,15,-7,-1,31,30,33,34,28,26,28,30,17,18,34,29,17,S,C,U,E,I,SCUEI
C981,11,8,12,9,18,15,15,13,-2,-3,32,34,35,30,34,32,34,31,15,13,16,10,11,S,C,O,A,I,SCOAI
C982,11,9,11,9,15,16,15,13,-3,0,32,31,31,25,18,28,23,32,18,29,24,22,18,S,L,U,E,I,SLUEI
C983,7,12,15,7,18,18,12,16,-2,-6,42,31,23,28,28,33,28,36,20,16,19,21,16,R,C,O,E,I,RCOEI
C984,13,5,15,7,16,13,15,15,2,-1,34,29,35,30,31,33,31,26,21,20,21,24,19,R,L,U,E,I,RLUEI
C985,13,7,16,4,17,14,14,17,3,-3,24,33,19,20,32,29,26,23,12,29,8,14,19,S,L,O,A,I,SLOAI
C986,11,12,12,5,11,18,16,14,-4,5,29,31,21,31,22,31,36,19,22,15,24,24,21,R,C,U,E,N,RCUEN
C987,7,9,15,9,12,21,10,14,-7,-2,27,27,36,30,26,31,30,29,12,28,24,7,20,S,L,U,A,N,SLUAN
C988,8,11,16,5,14,14,16,17,3,2,27,29,34,22,25,32,25,33,16,21,14,14,21,S,L,O,A,N,SLOAN
C989,13,9,12,5,15,16,17,15,-1,2,32,34,24,27,28,33,31,32,6,12,11,22,29,S,C,O,E,N,SCOEN
C99,16,18,15,16,15,16,14,12,-4,-1,30,37,36,28,33,39,33,32,18,22,16,16,23,S,L,O,A,N,SLOAN
C990,9,11,12,8,13,17,14,15,-2,1,23,25,27,33,30,33,31,31,8,15,18,15,18,S,C,O,A,I,SCOAI
C991,13,3,17,7,16,12,8,18,6,-8,29,37,36,32,29,34,38,32,28,24,9,10,29,R,L,O,A,N,RLOAN
C992,15,9,11,5,13,15,20,13,-2,7,21,34,29,21,22,24,26,25,14,24,10,14,22,S,L,O,A,N,SLOAN
C993,8,16,5,11,16,13,18,12,-1,2,36,35,21,33,25,27,35,26,15,11,17,29,25,S,C,O,E,N,SCOEN
C994,9,7,12,12,10,14,20,13,-1,10,24,24,27,25,22,32,27,28,9,28,24,19,22,S,L,U,A,N,SLUAN
C995,11,12,15,3,16,13,16,15,2,0,36,27,30,31,27,35,34,34,16,21,22,12,25,S,L,U,A,N,SLUAN
C996,8,11,15,7,19,20,15,11,-9,-4,23,23,30,27,27,25,28,29,20,21,18,18,16,R,L,O,A,I,RLOAI
C997,12,13,4,11,13,11,19,9,-2,6,34,37,25,35,35,29,35,39,23,11,14,12,20,R,C,O,A,N,RCOAN
C998,4,11,16,9,14,22,13,14,-8,-1,29,28,22,29,34,30,32,34,12,26,25,26,23,S,L,U,E,N,SLUEN
C999,12,13,8,7,12,18,11,18,0,-1,32,27,34,34,31,30,27,35,24,21,14,15,18,R,L,O,A,I,RLOAI
C1145,7,6,6,6,18,13,16,15,2,-2,34,26,31,26,32,37,34,30,19,18,20,22,23,S,C,U,E,N,SCUEN
